tau (s)	adev [BVD]	adev err [BVD]
47.142857142857146	1.2073229861926028e-08	5.399312535849399e-09
50.0	1.4338556792574636e-08	7.169278396287318e-09
51.42857142857143	1.4867915869868172e-08	7.433957934934086e-09
52.85714285714286	1.5857643333719838e-08	7.928821666859919e-09
54.28571428571429	1.6642926706552402e-08	8.321463353276201e-09
55.714285714285715	1.676602688127535e-08	8.383013440637675e-09
57.142857142857146	1.6429785643323406e-08	8.214892821661703e-09
60.00000000000001	1.7617162551868134e-08	1.0171273541678461e-08
61.42857142857143	1.7402726838272773e-08	1.0047469024710311e-08
62.85714285714286	1.698755357084518e-08	9.807768627000652e-09
64.28571428571429	1.6164827702982508e-08	9.332767625720872e-09
65.71428571428572	1.549787039338597e-08	8.94769964348732e-09
67.14285714285715	1.4998902878903306e-08	8.659620614683876e-09
70.0	1.4127683722810118e-08	8.156622000390317e-09
71.42857142857143	1.3342056810442349e-08	7.70304009105217e-09
72.85714285714286	1.2133117047843142e-08	8.57940934145999e-09
74.28571428571429	1.1500202683301969e-08	8.131871302382551e-09
75.71428571428572	1.0919375327034716e-08	7.721164340067323e-09
77.14285714285715	1.0283372768256371e-08	7.271442617903159e-09
80.0	8.959913013091788e-09	6.335615250398795e-09
81.42857142857143	8.386705965394965e-09	5.93029665994845e-09
82.85714285714286	7.719450394778802e-09	5.458475721181262e-09
84.28571428571429	6.978934919261789e-09	4.934852206869601e-09
85.71428571428572	6.5659174716743555e-09	4.642804768932168e-09
87.14285714285715	6.486746975663125e-09	4.5868227743327235e-09
88.57142857142858	6.626414646902347e-09	4.6855827317785105e-09
91.42857142857143	7.962207460781419e-09	5.630130888732663e-09
92.85714285714286	9.258761329735966e-09	6.5469329216440765e-09
94.28571428571429	1.0481973504897962e-08	7.411874545531072e-09

tau (s)	adev [BV I-]	adev err [BV I-]
0.7	4.158712615957633e-09	1.4639361744761699e-10
1.4	3.5724967699442957e-09	1.7795873982486965e-10
2.8	4.0628506972789365e-09	2.865713927213747e-10
3.5	4.03531998506175e-09	3.190200560097942e-10
4.2	4.4626228120321466e-09	3.869584730538837e-10
5.6	5.672203893679552e-09	5.672203893679551e-10
6.3	5.914184136648763e-09	6.304541472962518e-10
7.0	6.301073346099984e-09	7.089261384544549e-10
7.7	6.962898990389681e-09	8.205855154702515e-10
9.1	7.578560505278881e-09	9.703352414785796e-10
10.5	8.641965834400388e-09	1.1984250360284054e-09
11.2	9.217480563823799e-09	1.3167829376891141e-09
11.9	9.40477738139734e-09	1.386658774314555e-09
12.6	9.842626073890725e-09	1.5009864045867532e-09
13.299999999999999	1.0064970294188662e-08	1.5718842741405135e-09
14.0	1.0381683284670373e-08	1.6623997777633996e-09
14.7	1.052297029340615e-08	1.7299656596803295e-09
15.4	1.1075549446680118e-08	1.872109547663554e-09
16.099999999999998	1.1192383793804621e-08	1.919477985009438e-09
17.5	1.187710208842932e-08	2.133190507795187e-09
18.2	1.1932309362576657e-08	2.1785316670044416e-09
18.9	1.2566601663109875e-08	2.3748644875571013e-09
19.599999999999998	1.3081753887808629e-08	2.517584709532915e-09
21.0	1.3267051601741955e-08	2.653410320348391e-09
21.7	1.3192715089524407e-08	2.6385430179048815e-09
22.4	1.3580470265648227e-08	2.7721018848231066e-09
23.099999999999998	1.3993233557300449e-08	2.917790895964299e-09
23.8	1.3362933738980746e-08	2.8489870457632508e-09
24.5	1.434772620874916e-08	3.0589455057794872e-09
25.2	1.5064399641309327e-08	3.287321507398362e-09
25.9	1.4571494717835173e-08	3.2582852722858563e-09
26.599999999999998	1.4100889252201239e-08	3.1530546911118143e-09
27.3	1.4882806698295958e-08	3.4143500207432793e-09
28.0	1.4854666878631517e-08	3.407894303363976e-09
28.7	1.58714650419034e-08	3.740940186165042e-09
29.4	1.511999751603909e-08	3.563817591704999e-09
30.099999999999998	1.5717214217523606e-08	3.811984374077027e-09
30.8	1.5399643480713003e-08	3.734962156931418e-09
31.5	1.6058686373094658e-08	4.0146715932736645e-09
32.9	1.5214358449390254e-08	3.803589612347564e-09
34.3	1.7290834822384493e-08	4.464474353941228e-09
35.0	1.65475620392597e-08	4.272562146559124e-09
36.4	1.5532861241044692e-08	4.151331785734966e-09
37.8	1.6091372004497865e-08	4.462943604214063e-09
38.5	1.6178315620853963e-08	4.487057424740692e-09
39.9	1.8076895570516365e-08	5.013628760054202e-09
41.3	1.7430239419432353e-08	5.031676710424448e-09
42.0	1.730129832243282e-08	4.9944546218933045e-09
43.4	1.7424999837256382e-08	5.030164173334579e-09
44.8	1.5675953588930983e-08	4.7264778441372e-09
45.5	1.3823637749657421e-08	4.167983604855139e-09
46.199999999999996	1.3671130795074446e-08	4.122001027921367e-09
46.9	1.4482566759059745e-08	4.366658176461328e-09
47.6	1.67987471105687e-08	5.31223027065695e-09
48.3	1.8212598205458843e-08	5.759329243874521e-09
49.0	1.8571385853092904e-08	5.872787860160277e-09
49.699999999999996	1.8250459741911204e-08	5.7713021129648165e-09
50.4	1.8673475936938404e-08	5.905071579307211e-09
51.1	1.87139580857748e-08	5.9178731587973054e-09
51.8	1.9622838094958982e-08	6.540946031652994e-09
52.5	1.8702915323578605e-08	6.234305107859535e-09
53.199999999999996	1.8171499231824998e-08	6.057166410608333e-09
53.9	1.8330901162117317e-08	6.110300387372439e-09
54.6	1.7259888330022957e-08	5.7532961100076525e-09
55.3	1.5867276556849595e-08	5.289092185616532e-09
56.0	1.490756303164776e-08	4.9691876772159205e-09
56.699999999999996	1.583878054034592e-08	5.599854562902065e-09
57.4	1.6856639313417683e-08	5.959721983266695e-09
58.1	1.8082082658741655e-08	6.39298163298595e-09
58.8	1.881875592754369e-08	6.653434964930339e-09
60.199999999999996	1.801462462170725e-08	6.369131615269669e-09
60.9	1.7261190590781902e-08	6.102752459047655e-09
61.6	1.631934851589688e-08	5.7697610000686515e-09
62.3	1.449688866090178e-08	5.125424139115008e-09
63.699999999999996	1.302520927538077e-08	4.923066359604191e-09
65.1	1.370756245131801e-08	5.180971618153482e-09
65.8	1.456097610098758e-08	5.503531658509723e-09
66.5	1.5924079789656427e-08	6.0187364258543774e-09
67.2	1.7291894229397886e-08	6.535721689745669e-09
68.6	1.9103869352761338e-08	7.2205839123535656e-09
69.3	1.945233078728712e-08	7.352289954818143e-09
70.0	1.8906693063529436e-08	7.1460582801041146e-09
70.7	1.7767871969597244e-08	6.715624365484243e-09
72.1	1.584446067824617e-08	6.4684739852158995e-09
72.8	1.4237207609002348e-08	5.812315667354311e-09
73.5	1.2638609927000715e-08	5.1596908965376505e-09
74.2	1.1331134227628645e-08	4.6259161774459595e-09
75.6	9.739507248661755e-09	3.9761371842265634e-09
76.3	9.634333594610772e-09	3.933200219758412e-09
77.0	9.992763395741464e-09	4.0795285733213195e-09
77.7	1.0842000689552076e-08	4.426228246717659e-09
79.1	1.3247155650838798e-08	5.408128647963643e-09
79.8	1.4728918953459894e-08	6.013055983130792e-09
80.5	1.6129838972172345e-08	6.5849791858467535e-09
81.2	1.806677620500155e-08	8.079707945731828e-09
82.6	1.9290224745111555e-08	8.626850766263598e-09
83.3	1.9480414174294376e-08	8.711906064714532e-09
84.0	1.9493583871197783e-08	8.717795732218349e-09
84.7	1.9306045163864862e-08	8.633925872616579e-09
86.1	1.938474359581236e-08	8.669120881328029e-09
86.8	1.896574903370907e-08	8.481740816714886e-09
87.5	1.847928357851878e-08	8.264186851412712e-09
88.2	1.7695486382177494e-08	7.91366208909414e-09
89.6	1.561477047418119e-08	6.983137646665153e-09
90.3	1.4422798643062966e-08	6.4500716383361036e-09
91.0	1.3455315219178669e-08	6.017399897754197e-09
91.7	1.2639348084545144e-08	5.65248830166494e-09
92.39999999999999	1.2041222507776353e-08	5.384998411917683e-09
93.1	1.1803299855964323e-08	5.2785961673499404e-09
93.8	1.1706704172525802e-08	5.235397264449623e-09
94.5	1.3158443861220885e-08	6.579221930610442e-09
95.2	1.3278411637208394e-08	6.639205818604197e-09
95.89999999999999	1.3427802126483406e-08	6.713901063241703e-09
96.6	1.3637769596938967e-08	6.818884798469484e-09
97.3	1.3801527138452265e-08	6.9007635692261325e-09
98.0	1.3903120143356507e-08	6.9515600716782535e-09
98.7	1.4014237944989631e-08	7.0071189724948155e-09
99.39999999999999	1.410126812965839e-08	7.050634064829195e-09
100.1	1.4204150037504357e-08	7.102075018752178e-09
100.8	1.4304486969771659e-08	7.1522434848858295e-09
101.5	1.4509017941298486e-08	7.254508970649243e-09
102.2	1.4750583068493725e-08	7.375291534246862e-09
102.89999999999999	1.4948929497656815e-08	7.474464748828408e-09
103.6	1.5168083773235735e-08	7.584041886617867e-09
104.3	1.5219283625376108e-08	7.609641812688054e-09
105.0	1.537078644548389e-08	7.685393222741945e-09
105.7	1.5484187985120148e-08	7.742093992560074e-09
106.39999999999999	1.570034771099142e-08	7.85017385549571e-09
107.1	1.5961145787549145e-08	7.980572893774573e-09
107.8	1.622856966679601e-08	8.114284833398005e-09
108.5	1.622712780377428e-08	8.11356390188714e-09
109.2	1.626271036525083e-08	8.131355182625415e-09
109.89999999999999	1.6149006091007923e-08	8.074503045503961e-09
110.6	1.6106962661760952e-08	8.053481330880476e-09
111.3	1.599864550384537e-08	7.999322751922684e-09
112.0	1.592021964879599e-08	7.960109824397995e-09
112.7	1.573946264074367e-08	7.869731320371835e-09
113.39999999999999	1.646327461492267e-08	9.505076030668337e-09
114.1	1.6601278062344887e-08	9.58475235818665e-09
114.8	1.6725602732463277e-08	9.656531239946414e-09
116.2	1.6981973781121615e-08	9.804547133901731e-09
116.89999999999999	1.706656505860215e-08	9.853385930726212e-09
117.6	1.7195140951410403e-08	9.927619257050355e-09
118.3	1.7245944284258877e-08	9.95695057494615e-09
119.7	1.7376196441432642e-08	1.0032151692952954e-08
120.39999999999999	1.735455884610299e-08	1.0019659221464763e-08
121.1	1.728214088128234e-08	9.977848689981397e-09
121.8	1.719405524751705e-08	9.926992425615267e-09
123.2	1.7130364992209003e-08	9.89022083956841e-09
123.89999999999999	1.6983430547411293e-08	9.805388198311224e-09
124.6	1.6864653169956666e-08	9.736812047464157e-09
125.3	1.679381326955075e-08	9.695912611895436e-09
126.7	1.6486875503340862e-08	9.518702009949694e-09
127.39999999999999	1.6361693365453592e-08	9.446428068942746e-09
128.1	1.6205345159006927e-08	9.356160389863449e-09
129.5	1.585396222049426e-08	9.153289355724518e-09
130.2	1.5715053246296322e-08	9.073090222078485e-09
130.9	1.55845754668125e-08	8.997758840970236e-09
131.6	1.544826836000022e-08	8.919061896159705e-09
133.0	1.518962821065672e-08	8.769735936312991e-09
133.7	1.5066418690437786e-08	8.698600886647865e-09
135.1	1.4922304083992605e-08	8.615396279822582e-09
136.5	1.473641543115866e-08	8.508073416069607e-09
137.2	1.4616086741539221e-08	8.43860161472659e-09
138.6	1.4274488974253082e-08	8.241380051829362e-09
140.0	1.391818593175109e-08	8.035668394327755e-09
140.7	1.375083320831693e-08	7.939047254403425e-09
142.1	1.3087522344430017e-08	9.254275798676928e-09
143.5	1.2643788145681515e-08	8.940508337697482e-09
144.2	1.2448344004792807e-08	8.802308460331898e-09
145.6	1.2073048806837295e-08	8.536934680910807e-09
147.0	1.183146885175994e-08	8.366111856476868e-09
147.7	1.1678158546331172e-08	8.257705099882405e-09
149.1	1.1400829568231607e-08	8.061603898848668e-09
150.5	1.1116539641580745e-08	7.860580563890817e-09
151.2	1.0952786011603592e-08	7.74478926169006e-09
152.6	1.05520799473689e-08	7.461447286407136e-09
154.0	1.0262861197078614e-08	7.256938746830576e-09
154.7	1.0097701819852852e-08	7.140153431217693e-09
156.1	9.769586899067001e-09	6.908141145721531e-09
157.5	9.34408738024895e-09	6.607267550573675e-09
158.2	9.192111517632481e-09	6.499804387540894e-09
159.6	8.893820401221002e-09	6.288880716358631e-09
161.0	8.566233608467005e-09	6.057241873775127e-09
161.7	8.38262487711343e-09	5.927410894749956e-09
163.1	8.001548869057555e-09	5.657949465306147e-09
164.5	7.62351402801791e-09	5.390638465682235e-09
165.2	7.375031611278721e-09	5.214934863800333e-09
166.6	6.917622967898737e-09	4.891498110293008e-09
168.0	6.595200235651942e-09	4.663510809912604e-09
168.7	6.51757820122354e-09	4.608623742998786e-09
170.1	6.349923977682199e-09	4.490074304638138e-09
171.5	6.219664315963577e-09	4.397966814521834e-09
172.2	6.192142510178735e-09	4.378505959020873e-09
173.6	6.138825393302373e-09	4.340805064124282e-09
175.0	6.232056744777231e-09	4.406729584971341e-09
175.7	6.293381447919881e-09	4.4500926984177606e-09
177.1	6.493646553590857e-09	4.5917015126727484e-09
178.5	6.772528837298584e-09	4.788901066635273e-09
179.2	6.953942825236884e-09	4.9171801277085394e-09
179.9	7.2741101290865165e-09	5.143572599374828e-09
180.6	7.560219255819969e-09	5.345882303047414e-09
181.29999999999998	7.863862396023117e-09	5.560590426545837e-09
182.0	8.195285941487037e-09	5.794942262988263e-09
182.7	8.564492003795432e-09	6.0560103733017115e-09
183.4	8.902978247749223e-09	6.295356291739801e-09
184.1	9.238856829700621e-09	6.532858314692957e-09
184.79999999999998	9.564269492684223e-09	6.762959815372634e-09
185.5	9.812806633574639e-09	6.938702113072964e-09
186.2	1.0093599112137493e-08	7.137252378770936e-09
186.9	1.0413136569941667e-08	7.363199482027378e-09
187.6	1.0734814000190286e-08	7.59065977431084e-09
188.29999999999998	1.097157961474964e-08	7.75807834591756e-09

tau (s)	adev [BV I+]	adev err [BV I+]
0.7	4.117836315558613e-09	1.456785767084729e-10
1.4	3.3747194497508784e-09	1.6894728875380135e-10
2.8	3.9539055615994444e-09	2.8028493389957754e-10
3.5	3.9811065213193935e-09	3.1572228396451894e-10
4.2	4.486978815909219e-09	3.9054137729817477e-10
5.6	5.6980270450209976e-09	5.726732652615808e-10
6.3	5.9170598671729885e-09	6.343754052981818e-10
7.0	6.496104447673849e-09	7.308688517229579e-10
7.7	6.7869227553060104e-09	8.054595441575662e-10
9.1	7.662404906722372e-09	9.89212219854458e-10
10.5	8.553085356226498e-09	1.1860995313574932e-09
11.2	8.784674001115269e-09	1.2549534287307526e-09
11.9	9.12304226425359e-09	1.3451191975253514e-09
12.6	9.438468863534956e-09	1.4393530078178847e-09
13.299999999999999	9.606517860408743e-09	1.5002860329101166e-09
14.0	1.030075930519893e-08	1.6494415703320766e-09
14.7	1.0405664911721452e-08	1.7106807737258968e-09
15.4	1.0732079003763277e-08	1.8140524464226224e-09
16.099999999999998	1.1341829909310758e-08	1.974359164861042e-09
17.5	1.165860923362775e-08	2.093948032617859e-09
18.2	1.168533971075307e-08	2.1699131093020246e-09
18.9	1.1739044902322928e-08	2.2184709600690702e-09
19.599999999999998	1.2645587212792489e-08	2.4336443937888774e-09
21.0	1.2991834207724545e-08	2.598366841544909e-09
21.7	1.3425904233342146e-08	2.7405512255967368e-09
22.4	1.2835286580170384e-08	2.619991901984161e-09
23.099999999999998	1.356171327434976e-08	2.8278126970110933e-09
23.8	1.3371814091273072e-08	2.8508803432334646e-09
24.5	1.4365377329691006e-08	3.1347823333291253e-09
25.2	1.4584613554881879e-08	3.1826235998535806e-09
25.9	1.3505194845351448e-08	3.0198533723585595e-09
26.599999999999998	1.4212426749933402e-08	3.177995233808749e-09
27.3	1.443076084581895e-08	3.3106435897541228e-09
28.0	1.479249436541263e-08	3.393630950617288e-09
28.7	1.530445223378977e-08	3.607293985619451e-09
29.4	1.4827967156863636e-08	3.49498537594323e-09
30.099999999999998	1.539198183392883e-08	3.733103934639811e-09
30.8	1.495802318985923e-08	3.6278535036604714e-09
31.5	1.562565149590495e-08	3.9064128739762375e-09
32.9	1.5269989676101318e-08	3.8174974190253296e-09
34.3	1.6694525762684512e-08	4.310508016780519e-09
35.0	1.532193052215759e-08	3.95610544960423e-09
36.4	1.5305284586442465e-08	4.0905093663957e-09
37.8	1.6191986381826854e-08	4.490849011637797e-09
38.5	1.6792384673092785e-08	4.657369536627049e-09
39.9	1.7861192541280346e-08	4.953803503732404e-09
41.3	1.680252151138361e-08	4.850470158830902e-09
42.0	1.6549322619608884e-08	4.777377934668576e-09
43.4	1.7089506258941043e-08	5.152680010303421e-09
44.8	1.4299158525588844e-08	4.3113585133808845e-09
45.5	1.350364441450721e-08	4.071501984118077e-09
46.199999999999996	1.4195296522930596e-08	4.280042941308857e-09
46.9	1.632644645395721e-08	5.162875689128414e-09
47.6	1.8066472159525172e-08	5.7131201308120426e-09
48.3	1.9133397187893743e-08	6.050511449040487e-09
49.0	1.8745598823309767e-08	5.927878838543113e-09
49.699999999999996	1.843366877723369e-08	5.829237896918945e-09
50.4	1.845245135009315e-08	5.835177467974341e-09
51.1	1.9142528598571836e-08	6.380842866190612e-09
51.8	1.8572602003970314e-08	6.190867334656771e-09
52.5	1.777643361340824e-08	5.9254778711360795e-09
53.199999999999996	1.796407429976332e-08	5.988024766587774e-09
53.9	1.782254615654626e-08	5.9408487188487535e-09
54.6	1.661003597524929e-08	5.53667865841643e-09
55.3	1.5273384268202074e-08	5.0911280894006915e-09
56.0	1.491074842398307e-08	4.970249474661023e-09
56.699999999999996	1.637319088670879e-08	5.788797152826783e-09
57.4	1.7300058974406908e-08	6.116494507865156e-09
58.1	1.8182054421958533e-08	6.428326988834865e-09
58.8	1.862822997088009e-08	6.586073866955896e-09
60.199999999999996	1.7343729645662083e-08	6.131934421756908e-09
60.9	1.681095561500512e-08	5.943570356798093e-09
61.6	1.5541256312845186e-08	5.4946638634855356e-09
62.3	1.4078494645576389e-08	5.321170809478507e-09
63.699999999999996	1.339147536422191e-08	5.061501928854183e-09
65.1	1.4537753634182627e-08	5.494754391081814e-09
65.8	1.5826959965520734e-08	5.982028582706181e-09
66.5	1.7131032827277687e-08	6.474921794665783e-09
67.2	1.8222961740081913e-08	6.887632130757371e-09
68.6	1.956453079322888e-08	7.394697570935552e-09
69.3	1.9392145676650496e-08	7.329542121193369e-09
70.0	1.8279605973089418e-08	6.909041638435064e-09
70.7	1.7868906685598846e-08	7.294950606854022e-09
72.1	1.5000381234379927e-08	6.123879995241817e-09
72.8	1.3460366003494769e-08	5.49517140994464e-09
73.5	1.214893450895324e-08	4.959781744237592e-09
74.2	1.1253584948424236e-08	4.594256816784055e-09
75.6	1.0575619284504104e-08	4.317478493495463e-09
76.3	1.0919698958558792e-08	4.457948432211652e-09
77.0	1.1659672916072122e-08	4.760041535354249e-09
77.7	1.2775706269919673e-08	5.215660244163163e-09
79.1	1.5357588093220527e-08	6.2697090847054586e-09
79.8	1.6772542750405576e-08	6.847361904585136e-09
80.5	1.8749190530853712e-08	8.384892910016854e-09
81.2	1.9566283618592994e-08	8.7503080476429e-09
82.6	2.0251479972895096e-08	9.056737172873806e-09
83.3	2.0050673528547246e-08	8.966933800897442e-09
84.0	1.9845889690934382e-08	8.875351684578314e-09
84.7	1.9768574530879593e-08	8.840775293863556e-09
86.1	1.937074655558035e-08	8.662861214639514e-09
86.8	1.8813863181735314e-08	8.413815398748127e-09
87.5	1.8006199635162032e-08	8.052617280130842e-09
88.2	1.7015818966142892e-08	7.60970558022514e-09
89.6	1.477773672612831e-08	6.608804774643618e-09
90.3	1.3707040310555678e-08	6.129974780946464e-09
91.0	1.2927485977595676e-08	5.7813474848158505e-09
91.7	1.2370503650234814e-08	5.532257415566865e-09
92.39999999999999	1.2073229861926027e-08	5.3993125358493985e-09
93.1	1.2015251097127398e-08	5.373383643981158e-09
93.8	1.3525347906933048e-08	6.762673953466524e-09
94.5	1.362252595703248e-08	6.81126297851624e-09
95.2	1.3766163104427502e-08	6.883081552213751e-09
95.89999999999999	1.3957770544612547e-08	6.978885272306273e-09
96.6	1.4107545676207752e-08	7.053772838103876e-09
97.3	1.4237725557596629e-08	7.1188627787983145e-09
98.0	1.4338556792574634e-08	7.169278396287317e-09
98.7	1.4507338336794386e-08	7.253669168397193e-09
99.39999999999999	1.4633145019890626e-08	7.316572509945313e-09
100.1	1.4720480128275026e-08	7.360240064137513e-09
100.8	1.4867915869868167e-08	7.4339579349340835e-09
101.5	1.513582002342967e-08	7.567910011714834e-09
102.2	1.540596216860311e-08	7.702981084301555e-09
102.89999999999999	1.5619117660611474e-08	7.809558830305737e-09
103.6	1.5857643333719838e-08	7.928821666859919e-09
104.3	1.6034772023541042e-08	8.017386011770521e-09
105.0	1.6106311630401705e-08	8.053155815200853e-09
105.7	1.6373988453668045e-08	8.186994226834023e-09
106.39999999999999	1.66429267065524e-08	8.3214633532762e-09
107.1	1.679489677385232e-08	8.39744838692616e-09
107.8	1.6933277173318868e-08	8.466638586659434e-09
108.5	1.6901430699647658e-08	8.450715349823829e-09
109.2	1.6766026881275347e-08	8.383013440637674e-09
109.89999999999999	1.6698875646149627e-08	8.349437823074813e-09
110.6	1.6611691151077932e-08	8.305845575538966e-09
111.3	1.652223896343122e-08	8.26111948171561e-09
112.0	1.6429785643323403e-08	8.214892821661701e-09
112.7	1.7189991517124372e-08	9.92464622977914e-09
113.39999999999999	1.7301346182174322e-08	9.98893687562125e-09
114.1	1.7368918824904802e-08	1.0027949959091547e-08
